external_id,name,category,subcategory,city,state,country,latitude,longitude,description,tags,avg_cost,avg_rating,crowd_level,popularity_score,is_outdoor,opening_hours,best_season,created_at,updated_at,last_synced
,Sanjay Gandhi National Park (already) - Site 171,WILDLIFE,,Aurangabad,Maharashtra,India,19.879338,75.477134,"Sanjay Gandhi National Park (already) is a notable wildlife attraction in Aurangabad, Maharashtra. Popular for heritage, water-sports, adventure.","{""heritage"",""water-sports"",""adventure""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Coin Museum (Nashik) - Site 172,MUSEUM,,Nashik,Maharashtra,India,19.816109,73.917978,"Coin Museum (Nashik) is a notable museum attraction in Nashik, Maharashtra. Popular for family-friendly, photography, spiritual.","{""family-friendly"",""photography"",""spiritual""}",,4.1,HIGH,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kanheri Caves - Site 173,HISTORICAL,,Satara,Maharashtra,India,17.746081,74.009023,"Kanheri Caves is a notable historical attraction in Satara, Maharashtra. Popular for trekking, heritage, wildlife.","{""trekking"",""heritage"",""wildlife""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Siddhivinayak Temple - Site 174,RELIGIOUS,,Mumbai,Maharashtra,India,19.152309,72.798813,"Siddhivinayak Temple is a notable religious attraction in Mumbai, Maharashtra. Popular for trekking, photography, adventure.","{""trekking"",""photography"",""adventure""}",,4.6,LOW,9.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Vijaydurg Fort - Site 175,FORT,,Nagpur,Maharashtra,India,21.077233,79.064747,"Vijaydurg Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for photography, wildlife, adventure.","{""photography"",""wildlife"",""adventure""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Siddheshwar Temple Solapur - Site 176,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.351536,73.428645,"Siddheshwar Temple Solapur is a notable religious attraction in Sindhudurg, Maharashtra. Popular for heritage, trekking, photography.","{""heritage"",""trekking"",""photography""}",,3.7,MEDIUM,7.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Juhu Beach - Site 177,BEACH,,Mumbai,Maharashtra,India,19.220022,72.771755,"Juhu Beach is a notable beach attraction in Mumbai, Maharashtra. Popular for nature, trekking, wildlife.","{""nature"",""trekking"",""wildlife""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Panhala Fort - Site 178,FORT,,Kolhapur,Maharashtra,India,16.777734,74.257026,"Panhala Fort is a notable fort attraction in Kolhapur, Maharashtra. Popular for relaxation, heritage, nature.","{""relaxation"",""heritage"",""nature""}",,4.1,MEDIUM,8.2,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kunkeshwar Temple - Site 179,RELIGIOUS,,Sindhudurg,Maharashtra,India,15.81531,73.654805,"Kunkeshwar Temple is a notable religious attraction in Sindhudurg, Maharashtra. Popular for wildlife, adventure, water-sports.","{""wildlife"",""adventure"",""water-sports""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sinhagad Fort - Site 180,FORT,,Pune,Maharashtra,India,18.651337,73.782543,"Sinhagad Fort is a notable fort attraction in Pune, Maharashtra. Popular for relaxation, photography, trekking.","{""relaxation"",""photography"",""trekking""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Banganga Tank - Site 181,HISTORICAL,,Mumbai,Maharashtra,India,19.018994,72.801865,"Banganga Tank is a notable historical attraction in Mumbai, Maharashtra. Popular for relaxation, adventure, family-friendly.","{""relaxation"",""adventure"",""family-friendly""}",,3.9,MEDIUM,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Dragon Palace Temple - Site 182,RELIGIOUS,,Nagpur,Maharashtra,India,21.230449,79.147866,"Dragon Palace Temple is a notable religious attraction in Nagpur, Maharashtra. Popular for relaxation, adventure, photography.","{""relaxation"",""adventure"",""photography""}",,3.8,MEDIUM,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kunkeshwar Temple - Site 183,RELIGIOUS,,Sindhudurg,Maharashtra,India,16.260149,73.605947,"Kunkeshwar Temple is a notable religious attraction in Sindhudurg, Maharashtra. Popular for relaxation, nature, family-friendly.","{""relaxation"",""nature"",""family-friendly""}",,3.9,LOW,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Sinhagad Fort - Site 184,FORT,,Pune,Maharashtra,India,18.446769,73.864596,"Sinhagad Fort is a notable fort attraction in Pune, Maharashtra. Popular for photography, nature, trekking.","{""photography"",""nature"",""trekking""}",,4.3,LOW,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sanjay Gandhi NP (already) - Site 185,HISTORICAL,,Aurangabad,Maharashtra,India,19.983297,75.206648,"Sanjay Gandhi NP (already) is a notable historical attraction in Aurangabad, Maharashtra. Popular for wildlife, spiritual, adventure.","{""wildlife"",""spiritual"",""adventure""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Radhanagari dam area - Site 186,NATURE,,Kolhapur,Maharashtra,India,16.695513,74.32556,"Radhanagari dam area is a notable nature attraction in Kolhapur, Maharashtra. Popular for adventure, wildlife, relaxation.","{""adventure"",""wildlife"",""relaxation""}",,4.2,MEDIUM,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Chor Bazaar - Site 187,HISTORICAL,,Mumbai,Maharashtra,India,18.998987,72.756831,"Chor Bazaar is a notable historical attraction in Mumbai, Maharashtra. Popular for water-sports, family-friendly, adventure.","{""water-sports"",""family-friendly"",""adventure""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Thiba Palace - Site 188,HISTORICAL,,Ratnagiri,Maharashtra,India,16.991382,73.4002,"Thiba Palace is a notable historical attraction in Ratnagiri, Maharashtra. Popular for wildlife, heritage, water-sports.","{""wildlife"",""heritage"",""water-sports""}",,3.8,HIGH,7.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ajanta Caves - Site 189,HISTORICAL,,Aurangabad,Maharashtra,India,19.927458,75.383347,"Ajanta Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for trekking, heritage, adventure.","{""trekking"",""heritage"",""adventure""}",,4.3,LOW,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Sinhagad (already) - Site 190,HISTORICAL,,Ratnagiri,Maharashtra,India,16.996205,73.33101,"Sinhagad (already) is a notable historical attraction in Ratnagiri, Maharashtra. Popular for photography, heritage, adventure.","{""photography"",""heritage"",""adventure""}",,4.2,HIGH,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kunkeshwar Temple - Site 191,RELIGIOUS,,Sindhudurg,Maharashtra,India,15.810072,73.397546,"Kunkeshwar Temple is a notable religious attraction in Sindhudurg, Maharashtra. Popular for relaxation, nature, water-sports.","{""relaxation"",""nature"",""water-sports""}",,4.5,MEDIUM,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Saptashrungi Devi Temple (nearby) - Site 192,RELIGIOUS,,Nashik,Maharashtra,India,20.151035,73.968601,"Saptashrungi Devi Temple (nearby) is a notable religious attraction in Nashik, Maharashtra. Popular for heritage, wildlife, adventure.","{""heritage"",""wildlife"",""adventure""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Koyna Wildlife Sanctuary - Site 193,WILDLIFE,,Solapur,Maharashtra,India,17.744019,76.181987,"Koyna Wildlife Sanctuary is a notable wildlife attraction in Solapur, Maharashtra. Popular for adventure, trekking, relaxation.","{""adventure"",""trekking"",""relaxation""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Taraporewala Aquarium - Site 194,HISTORICAL,,Mumbai,Maharashtra,India,19.237732,72.817379,"Taraporewala Aquarium is a notable historical attraction in Mumbai, Maharashtra. Popular for heritage, nature, adventure.","{""heritage"",""nature"",""adventure""}",,3.9,MEDIUM,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kadyawarcha Ganpati - Site 195,HISTORICAL,,Ratnagiri,Maharashtra,India,16.869729,73.450213,"Kadyawarcha Ganpati is a notable historical attraction in Ratnagiri, Maharashtra. Popular for trekking, wildlife, heritage.","{""trekking"",""wildlife"",""heritage""}",,4.1,LOW,8.2,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Konkan beaches - Site 196,BEACH,,Nagpur,Maharashtra,India,21.055308,79.196738,"Konkan beaches is a notable beach attraction in Nagpur, Maharashtra. Popular for nature, spiritual, adventure.","{""nature"",""spiritual"",""adventure""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Ajanta Caves (already) - Site 197,HISTORICAL,,Sindhudurg,Maharashtra,India,15.989003,73.393069,"Ajanta Caves (already) is a notable historical attraction in Sindhudurg, Maharashtra. Popular for heritage, adventure, water-sports.","{""heritage"",""adventure"",""water-sports""}",,4,HIGH,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara - Site 198,HISTORICAL,,Aurangabad,Maharashtra,India,19.997512,75.20263,"Bibi Ka Maqbara is a notable historical attraction in Aurangabad, Maharashtra. Popular for trekking, adventure, family-friendly.","{""trekking"",""adventure"",""family-friendly""}",,4.5,HIGH,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Aga Khan Palace - Site 199,HISTORICAL,,Pune,Maharashtra,India,18.482439,73.914883,"Aga Khan Palace is a notable historical attraction in Pune, Maharashtra. Popular for water-sports, family-friendly, photography.","{""water-sports"",""family-friendly"",""photography""}",,4.4,HIGH,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ajanta (already) - Site 200,HISTORICAL,,Mumbai,Maharashtra,India,18.942276,72.913945,"Ajanta (already) is a notable historical attraction in Mumbai, Maharashtra. Popular for wildlife, spiritual, photography.","{""wildlife"",""spiritual"",""photography""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Vijaydurg Fort - Site 201,FORT,,Nagpur,Maharashtra,India,21.140871,79.156635,"Vijaydurg Fort is a notable fort attraction in Nagpur, Maharashtra. Popular for adventure, heritage, family-friendly.","{""adventure"",""heritage"",""family-friendly""}",,4.4,MEDIUM,8.8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sewri Flamingo Point - Site 202,HISTORICAL,,Mumbai,Maharashtra,India,18.970088,72.860581,"Sewri Flamingo Point is a notable historical attraction in Mumbai, Maharashtra. Popular for heritage, nature, wildlife.","{""heritage"",""nature"",""wildlife""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sula Vineyards - Site 203,HISTORICAL,,Nashik,Maharashtra,India,20.189185,73.922507,"Sula Vineyards is a notable historical attraction in Nashik, Maharashtra. Popular for water-sports, family-friendly, adventure.","{""water-sports"",""family-friendly"",""adventure""}",,4.5,MEDIUM,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Ajanta Caves - Site 204,HISTORICAL,,Aurangabad,Maharashtra,India,19.857241,75.229876,"Ajanta Caves is a notable historical attraction in Aurangabad, Maharashtra. Popular for relaxation, wildlife, adventure.","{""relaxation"",""wildlife"",""adventure""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sindhudurg Fort - Site 205,FORT,,Sindhudurg,Maharashtra,India,16.147103,73.761594,"Sindhudurg Fort is a notable fort attraction in Sindhudurg, Maharashtra. Popular for photography, spiritual, heritage.","{""photography"",""spiritual"",""heritage""}",,3.9,LOW,7.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Kopeshwar Temple (Khidrapur) - Site 206,RELIGIOUS,,Kolhapur,Maharashtra,India,16.606972,74.392442,"Kopeshwar Temple (Khidrapur) is a notable religious attraction in Kolhapur, Maharashtra. Popular for adventure, family-friendly, nature.","{""adventure"",""family-friendly"",""nature""}",,4.2,LOW,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Jyotiba Temple - Site 207,RELIGIOUS,,Kolhapur,Maharashtra,India,16.875221,74.329719,"Jyotiba Temple is a notable religious attraction in Kolhapur, Maharashtra. Popular for trekking, adventure, family-friendly.","{""trekking"",""adventure"",""family-friendly""}",,4.3,MEDIUM,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Colaba Causeway - Site 208,HISTORICAL,,Mumbai,Maharashtra,India,19.227831,72.841356,"Colaba Causeway is a notable historical attraction in Mumbai, Maharashtra. Popular for wildlife, relaxation, trekking.","{""wildlife"",""relaxation"",""trekking""}",,4.4,HIGH,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Futala Lake - Site 209,NATURE,,Nagpur,Maharashtra,India,21.198105,79.160044,"Futala Lake is a notable nature attraction in Nagpur, Maharashtra. Popular for nature, heritage, adventure.","{""nature"",""heritage"",""adventure""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Rajiv Gandhi Zoological Park - Site 210,HISTORICAL,,Pune,Maharashtra,India,18.631844,73.958947,"Rajiv Gandhi Zoological Park is a notable historical attraction in Pune, Maharashtra. Popular for photography, spiritual, family-friendly.","{""photography"",""spiritual"",""family-friendly""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Futala Park - Site 211,HISTORICAL,,Nagpur,Maharashtra,India,21.183379,79.137184,"Futala Park is a notable historical attraction in Nagpur, Maharashtra. Popular for water-sports, spiritual, family-friendly.","{""water-sports"",""spiritual"",""family-friendly""}",,3.7,MEDIUM,7.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Ellora Caves (already) - Site 212,HISTORICAL,,Satara,Maharashtra,India,17.797824,74.056179,"Ellora Caves (already) is a notable historical attraction in Satara, Maharashtra. Popular for adventure, spiritual, wildlife.","{""adventure"",""spiritual"",""wildlife""}",,4.5,LOW,9,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Kadgaon (local heritage) - Site 213,HISTORICAL,,Kolhapur,Maharashtra,India,16.809692,74.33199,"Kadgaon (local heritage) is a notable historical attraction in Kolhapur, Maharashtra. Popular for trekking, family-friendly, adventure.","{""trekking"",""family-friendly"",""adventure""}",,4.3,HIGH,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Raigad Fort - Site 214,FORT,,Amravati,Maharashtra,India,20.928287,77.705381,"Raigad Fort is a notable fort attraction in Amravati, Maharashtra. Popular for heritage, trekking, nature.","{""heritage"",""trekking"",""nature""}",,4.5,MEDIUM,9,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Kanheri Caves - Site 215,HISTORICAL,,Satara,Maharashtra,India,17.577991,73.811523,"Kanheri Caves is a notable historical attraction in Satara, Maharashtra. Popular for family-friendly, spiritual, relaxation.","{""family-friendly"",""spiritual"",""relaxation""}",,4.3,HIGH,8.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bibi Ka Maqbara - Site 216,HISTORICAL,,Aurangabad,Maharashtra,India,20.026933,75.442421,"Bibi Ka Maqbara is a notable historical attraction in Aurangabad, Maharashtra. Popular for wildlife, adventure, heritage.","{""wildlife"",""adventure"",""heritage""}",,4.2,HIGH,8.4,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter""}",41:49.0,41:49.0,41:49.0
,Matheran - Site 217,HISTORICAL,,Raigad,Maharashtra,India,18.751342,73.269477,"Matheran is a notable historical attraction in Raigad, Maharashtra. Popular for photography, heritage, trekking.","{""photography"",""heritage"",""trekking""}",,4,LOW,8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Bhaja Caves - Site 218,HISTORICAL,,Satara,Maharashtra,India,17.723772,73.964064,"Bhaja Caves is a notable historical attraction in Satara, Maharashtra. Popular for adventure, relaxation, wildlife.","{""adventure"",""relaxation"",""wildlife""}",,4.4,LOW,8.8,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Sinhagad Fort - Site 219,FORT,,Pune,Maharashtra,India,18.596737,73.820485,"Sinhagad Fort is a notable fort attraction in Pune, Maharashtra. Popular for nature, water-sports, relaxation.","{""nature"",""water-sports"",""relaxation""}",,3.8,MEDIUM,7.6,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""summer""}",41:49.0,41:49.0,41:49.0
,Bhimashankar (nearby) - Site 220,HISTORICAL,,Pune,Maharashtra,India,18.437248,73.884482,"Bhimashankar (nearby) is a notable historical attraction in Pune, Maharashtra. Popular for nature, water-sports, family-friendly.","{""nature"",""water-sports"",""family-friendly""}",,4.3,MEDIUM,8.6,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Sikandar Shah's Tomb - Site 221,HISTORICAL,,Aurangabad,Maharashtra,India,20.018684,75.470608,"Sikandar Shah's Tomb is a notable historical attraction in Aurangabad, Maharashtra. Popular for relaxation, nature, spiritual.","{""relaxation"",""nature"",""spiritual""}",,4,MEDIUM,8,FALSE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
,Mount Mary Basilica - Site 222,HISTORICAL,,Mumbai,Maharashtra,India,19.220585,72.800093,"Mount Mary Basilica is a notable historical attraction in Mumbai, Maharashtra. Popular for wildlife, adventure, family-friendly.","{""wildlife"",""adventure"",""family-friendly""}",,4.2,MEDIUM,8.4,TRUE,"{""open"": ""09:00"", ""close"": ""18:00""}","{""winter"",""monsoon""}",41:49.0,41:49.0,41:49.0
